facility_code,DHIS2 UID,Hims code,facility_name,admin1,admin2,Constituency,Ward,zone,Location,facility_type,ownership_detail,status,Mobility status,Accesibility,catchment_population,Catchment population cso,Number of households,latitude,longitude,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,coordinate_source,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
1515,kGjTWj6g2xj,90150007,Mabua Health Post,Western,Sikongo,Sikongo,Malamo,NA,Rural,Health Post,Public,Functional,Fixed,Open,2071,1959,NA,-15.424428,22.319421,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000083,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2551,L4Tx6ALsAyU,20020012,Ipafu Rural Health Centre,Copperbelt,Chingola,Chingola,Ipafu,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"9,211",NA,-12.310501,27.410431,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000084,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3598,NA,40010004,Kalasakando Health Post,Luapula,Chembe,Chembe,Kapwepwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,1022,1630,204,-11.81806,29.594564,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000085,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1032,NA,80120026,Siawaza Health Post,Southern,Sinazongwe,Sinazongwe,Siameja,NA,Rural,Health Post,Public,Functional,Fixed,Open,1298,792,NA,-17.724263,26.939946,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000086,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3968,Xaid0NQ56ge,70040034,Mumbezhi Zambia National Service Rural Health Centre,North-Western,Kalumbila,Solwezi West,Mumbezhi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,3180,3031,NA,-13.96572,23.705749,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000087,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4281,zp1lqDfPmAP,50060181,Marie Stopes Family Health Centre,Lusaka,Lusaka,Lusaka Central,Kabulonga,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.412045,28.352424,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000088,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2543,mxFnmbhGm0k,70040021,Lumwana East Rural Health Centre,North-Western,Kalumbila,Solwezi West,Kibanza,Chamakubi Zone,Rural,Health Centre,Public,Functional,Fixed,Open,9943,6759,1030,-12.322024,25.656354,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000089,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2249,SIFUKzOKsD5,20050035,Section 23 Urban Health Centre,Copperbelt,Luanshya,Roan,Ngebe,NA,Urban,Health Centre,Private,Functional,Fixed,Open,1053,4424,854,-13.104369,28.325151,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000090,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1365,tG7VdImYt05,80070016,Mainza Health Post,Southern,Mazabuka,Magoye,Chivuna,NA,Rural,Health Post,Public,Functional,Fixed,Open,3039,2505,507,-16.002554,27.607172,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000091,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4053,toucHSdmy8V,9040003,Katunda Rural Health Centre,Western,Luampa,Luampa,Mwanawasa,NA,Rural,Health Centre,Public,Functional,Fixed,Open,8040,6132,1022,-14.8326,24.1803,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000092,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1741,vMM2xMBp2oM,90030014,Simaa Health Post,Western,Limulunga,Luena,Simaa,NA,Rural,Health Post,Public,Functional,Fixed,Open,1810,1866,NA,-14.853566,23.621625,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000093,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2308,NA, 200100093,Ndola Girls Health Post,Copperbelt,Ndola,Ndola Central,Dag Hammarskjold,NA,Urban,Health Post,Public,Functional,Fixed,Restricted,NA,"1,738",NA,-12.973875,28.517707,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000094,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2662,NA,40110013,Kapata Rural Health Center,Luapula,Samfya,Bangweulu,Kapata,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7011,4968,1138,-11.6757,29.7068,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000095,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3425,NA,55080019,Nakonde Hospital Affiliated Health Center,Muchinga,Nakonde,Nakonde,Musyani,Chamakubi Zone,Urban,Health Centre,Public,Functional,Fixed,Open,7044,6085,1924,-9.35125,32.704282,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000096,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3464,NA,55020007,Kalela health post,Muchinga,Chinsali,Chinsali,Itapa,NA,Rural,Health Post,Public,Functional,Fixed,Open,11751,11356,2367,-9.905446,32.261227,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000097,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2925,cawBzlNEyU8,60080021,Sampa Health Post,Northern,Mungwi,Malole,Kabisha,NA,Rural,Health Post,Public,Functional,Fixed,Open,4620,4316,NA,-9.797837,31.726568,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000099,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3100,fZhnYlJBbwt,200100010,Chinan Urban Health Centre,Copperbelt,Ndola,Ndola Central,Kanini,NA,Urban,Health Centre,Private,Functional,Fixed,Restricted,NA,NA,NA,-12.968815,28.64669,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000100,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2145,GvTtgKi0MFC,302553,Mbenjele Health Post,Eastern,Chipangali,Chipangali,Sisinje,NA,Rural,Health Post,Public,Functional,Fixed,Open,9606,7884,NA,-13.36671009,32.48235969,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000101,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1719,i4bU6Fsv7tf,90010022,N'uma Health Post,Western,Kalabo,Kalabo Central,Ng'uma,NA,Rural,Health Post,Public,Functional,Fixed,Open,4575,3658,NA,-14.95324712,22.81407513,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000102,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3596,K8aHlxIArHv,60080029,Ndakala Health Post,Northern,Mungwi,Malole,Mpanda,NA,Rural,Health Post,Public,Functional,Fixed,Open,8659,4204,NA,-9.674444,31.875321,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000103,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1704,lijo2tEdGve,90010002,Kalabo District Hospital,Western,Kalabo,Kalabo Central,Luanginga,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-14.99331544,22.68077004,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000104,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2302,mqGVNIDuaYw,200100046,Masala Main Urban Health Centre,Copperbelt,Ndola,Kabushi,Kafubu,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"12,681",NA,-12.990383,28.639,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000105,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1194,MXuLaiv3Lnf,90160007,Lyabangu Health Post,Western,Sioma,Sioma,Mbume,NA,Rural,Health Post,Public,Functional,Fixed,Open,3481,2498,NA,-16.639403,23.247001,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000106,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4356,NA,NA,Wellspring Specialty Clinic,Lusaka,Lusaka,Munali,Munali,NA,Urban,General clinic,Private,Permanent closure,Fixed,Open,NA,NA,NA,-15.388164,28.318405,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000107,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3574,NA,10070012,Tuyu Rural Health Center,Central,Luano,Mkushi South,Lwambulu,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7500,3789,419,-14.329855,29.228526,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000108,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2241,T8Orpd2YkqW,20050038,Kamirenda Urban Health Centre,Copperbelt,Luanshya,Luanshya,Buteko,NA,Urban,Health Centre,Public,Functional,Fixed,Open,6940,7741,2500,-13.12319,28.430482,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000109,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4227,yjxfRtlP5do,50060060,Clear Vision Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.4393,28.36059,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000110,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3895,NA,50060176,Makeni Villa Health Post,Lusaka,Lusaka,Kanyama,Makeni Villa,NA,Urban,Health Post,Public,Functional,Fixed,Open,NA,"12,021",NA,-15.4441389,28.2267026,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000111,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1735,OOEfXrtwXfW,90150009,Nyengo Rural Health Centre,Western,Sikongo,Sikongo,Licha,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7669,7068,NA,-14.873811,22.193084,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000113,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3559,QMslVJa8ZgT,70030018,Maveve Health Post,North-Western,Kabompo,Kabompo,Maveve,NA,Rural,Health Post,Public,Functional,Fixed,Open,2524,2236,NA,-13.989471,23.617306,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000114,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2696,wLhl2q6Hr0m,40110034,Samfya District Hospital,Luapula,Samfya,Bangweulu,Chimana,NA,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-11.3688,29.5537,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000115,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3359,NA,55050012,Salamo Heath Post,Muchinga,Lavushi Manda,Mfuwe,Mutinondo,NA,Rural,Health Post,Public,Functional,Fixed,Open,6891,5875,153,-11.59557,30.223647,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000116,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2237,wrdjeWiE0qA,20050003,Chaisa Urban Health Centre,Copperbelt,Luanshya,Roan,Kafue,NA,Urban,Health Centre,Public,Functional,Fixed,Open,15145,17694,2804,-13.127906,28.363955,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000117,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1601,y5oKCgi25Hg,50050016,Mphuka Rural Health Centre,Lusaka,Luangwa,Feira,Mphunka,NA,Rural,Health Centre,Public,Functional,Fixed,Open,1425,1283,NA,-15.264482,30.215528,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000118,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3394,zcEqQNciKrC,55090015,Mwika Rural Health Centre,Muchinga,Shiwang'andu,Shiwanga'ndu,Nkulungwe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,8298,6769,NA,-10.524981,31.719197,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000119,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1136,NA,80040052,Rural Resettlement Health Post,Southern,Kalomo,Kalomo Central,Chilesha,NA,Rural,Health Post,Public,Functional,Fixed,Open,2628,3362,NA,-16.99009971,26.27798385,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000120,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3581,NA,100400017,Nansenga Health Centre,Southern,Itezhi-Tezhi,Itezhi-Tezhi,Makunku,NA,Rural,Health Centre,Public,Functional,Fixed,Open,16108,6631,6309,-15.10242757581,27.13793625,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000121,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4373,NA,300200830,Mtizwa Rural Health Post,Eastern,Chipata,Luangeni,Chikando,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,NA,NA,-13.770822,32.505402,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000122,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4185,AFUb6ZVt619,20060027,Chimoto Health Post,Copperbelt,Lufwanyama,Lufwanyama,Chibanga,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,2277,NA,-12.915085,27.934615,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000123,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2385,BOmeF3LIwN7,20040070,Mpelembe Secondary School Health post,Copperbelt,Kitwe,Kwacha,Lubwa,NA,Urban,Health Post,Private,Functional,Fixed,Open,NA,NA,NA,-12.8198,28.25225,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000124,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1627,CovcMSv8u3w,90010020,Namundale Health Post,Western,Kalabo,Kalabo Central,Namulilo,NA,Rural,Health Post,Public,Functional,Fixed,Open,4356,3214,NA,-15.21169303,22.75079838,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000125,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2377,gYziJIvbSpY,20030016,Kalulushi General Hospital,Copperbelt,Kalulushi,Kalulushi,Kalanga,NA,Urban,2nd Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-12.833538,28.100348,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000126,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1784,JXdPUPItby5,90020010,Katoya Health Post,Western,Kaoma,Kaoma Central,Shitwa,NA,Rural,Health Post,Public,Functional,Fixed,Open,4427,2295,NA,-14.639665,25.018912,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000127,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1903,kmkmXHtys9g,90020013,Lunyati Rural Health Centre,Western,Kaoma,Kaoma Central,Lunyati,NA,Rural,Health Centre,Public,Functional,Fixed,Open,8228,5034,NA,-14.246854,24.903537,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000128,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2818,mhkLgoddtIt,55010023,Kanyelele Rural Health Centre,Eastern,Chama,Chama North,Mbazi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,5417,NA,-10.7675,33.4677,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000129,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1491,wQvRFxcvEmL,90100009,Mukukutu Health Post,Western,Nalolo,Nalolo,Mukukutu,NA,Rural,Health Post,Public,Functional,Fixed,Open,2804,2317,NA,-15.5004,23.21983,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000130,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3602,o5NAXpTNizr,40010002,Chipete Rural Health Centre,Luapula,Chembe,Chembe,Munfula,NA,Rural,Health Centre,Public,Functional,Fixed,Open,4692,2521,779,-11.84541,28.5007,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),FALSE,NA,NA,ZMB-000131,NA,NA,NA,NA,NA,NA,NA,NA,NA,low
1856,ZvXxG0xwlfC,10050045,Natuseko Urban Health Centre,Central,Kabwe,Kabwe Central,Kaputula,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,14250,NA,-14.4049,28.4602,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000132,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4318,vlCp686zYH4,50060303,Zatulate Health Centre,Lusaka,Lusaka,Munali,Kalingalinga,NA,Urban,Health Centre,Private,Functional,Fixed,Open,NA,NA,NA,-15.3896056,28.334156,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000133,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3928,vRHzFWR5TId,55080026,Mipulya Health Post,Muchinga,Nakonde,Nakonde,Luchinde,Chamakubi Zone,Rural,Health Post,Public,Functional,Fixed,Open,5450,4708,783,-9.185051,32.413733,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000134,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1941,yCR2mWD7CvM,30010008,Chilenga Health Post,Eastern,Chadiza,Chadiza,Chilenga,NA,Rural,Health Post,Public,Functional,Fixed,Open,5379,5156,4,-14.117011,32.368438,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000136,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2290,YgW7SiJDq3t,200100047,Masala New Urban Health Centre,Copperbelt,Ndola,Kabushi,Skyways,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"52,981",NA,-13.002217,28.6377,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000137,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3398,Ypk8bH2OfTR,55090013,Mukwikile Health Post,Muchinga,Shiwang'andu,Shiwanga'ndu,Mukumbi,NA,Rural,Health Post,Public,Functional,Fixed,Open,3223,2942,NA,-11.348453,31.772355,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000138,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4078,ze9OasxSo8x,901600013,Nangweshi Rural Health Centre,Western,Sioma,Sioma,Nangweshi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,6520,5057,NA,-16.3841,23.3173,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000139,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2944,ZfAQFHCDSNi,60080011,Makasa Rural Health Centre,Northern,Mungwi,Malole,Mpanda,NA,Rural,Health Centre,Public,Functional,Fixed,Open,19752,13300,NA,-9.674432,31.875198,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000140,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1850,zjyqjqIZRuq,10050039,Mukobeko Township Urban Health Centre,Central,Kabwe,Bwacha,Ben Kapufi,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,8021,NA,-14.4212,28.4095,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000141,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2712,NA,40060038,Mibenge Rural Health Center,Luapula,Mansa,Mansa Central,Musaba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,5771,4268,1154,-11.3015,29.4032,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000142,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4184,edHKGrVboFi,20060031,Chisanina Health Post,Copperbelt,Lufwanyama,Lufwanyama,Mitwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,2277,NA,-13.073116,27.755142,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000143,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3593,GiL5gEu5MQn,60080027,Chilombwa Health Post,Northern,Mungwi,Malole,Fube,NA,Rural,Health Post,Public,Functional,Fixed,Open,4026,3391,NA,-10.447249,31.526644,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000144,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2774,gq2WZLfPWno,40110021,Lubwe Hospital Affiliated Health Centre,Luapula,Chifunabuli,Chifunabuli,Lubwe,NA,Rural,Health Centre,Public,Functional,Fixed,Open,24495,14668,4886,-11.118781,29.646143,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000145,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2278,K3guXcgc4Fa,200100029,Kaloko Urban Health Centre,Copperbelt,Ndola,Bwana Mkubwa,Twashuka,NA,Urban,Health Centre,Public,Functional,Fixed,Open,NA,"19,120",NA,-13.036583,28.634983,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000146,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3051,kU5YjYgVbTZ,40020005,Kalembwe Rural Health Centre,Luapula,Chienge,Chienge,Ifuna,NA,Rural,Health Centre,Public,Functional,Fixed,Open,NA,"9,249",2673,-8.78253,29.11778,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000147,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1657,mgm1Xt4hx2l,90150004,Lulan'unyi Health Post,Western,Sikongo,Sikongo,Malamo,NA,Rural,Health Post,Public,Functional,Fixed,Open,1728,1746,NA,-15.152138,22.302706,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000148,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3149,mHcibU80jNn,20070014,Katonte Health Post,Copperbelt,Masaiti,Kafulafuta,Kakonte,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,2600,3,-13.473684,28.979948,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000149,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2840,oEAPngMSIE3,55020003,Chinsali District Hospital,Muchinga,Chinsali,Chinsali,Nkakula,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,141915,142011,NA,-10.560953,32.071436,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000150,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1768,PsAxgTJ3989,90110006,Mimpongo Health Post,Western,Nkeyema,Nkeyema,Munkuye,NA,Rural,Health Post,Public,Functional,Fixed,Open,5550,"2,597",NA,-14.714879,25.102358,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000151,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2226,QPwEQzmafKl,20050037,Thomson District Hospital,Copperbelt,Luanshya,Luanshya,Buteko,NA,Urban,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-13.139583,28.430339,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000152,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1793,vkGYB0Lc4KO,90110004,Lombe Lombe Health Post,Western,Nkeyema,Nkeyema,Lombelombe,NA,Rural,Health Post,Public,Functional,Fixed,Open,5730,"2,078",NA,-14.59685,25.416719,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000153,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1278,wDSqkZifrOy,80070040,Konkola Rural Health Centre,Southern,Mazabuka,Magoye,Nkonkola,NA,Rural,Health Centre,Public,Functional,Fixed,Open,7650,7344,1275,-16.308933,28.020512,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000154,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
3122,YTEAv3ceBD5,10030006,Kafinda Health Post,Central,Chitambo,Chitambo,Lusenga,NA,Rural,Health Post,Public,Functional,Fixed,Open,NA,4126,NA,-12.60823,30.392827,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000155,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4359,NA,50060386,Prime Dental and Aesthetics Clinic,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,General clinic,Private,Functional,Fixed,Open,NA,NA,NA,-15.5156339,28.2704524,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000156,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4425,NA,50060372,Mum's Care Hospital - Woodlands,Lusaka,Lusaka,Lusaka Central,Independence,NA,Urban,1st Level Hospital,Private,Functional,Fixed,Open,NA,NA,NA,-15.443912,28.3455577,Private,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000157,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
4163,xD5AYy6JqRl,40070018,Milulu Health Post,Luapula,Milenge,Milenge,Lusumbwe,NA,Rural,Health Post,Public,Functional,Fixed,Open,2536,2574,672,-12.15,29.4486,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000158,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1560,z8LWIJoLkDg,50050014,Mandombe Rural Health Centre,Lusaka,Luangwa,Feira,Phwazi,NA,Rural,Health Centre,Public,Functional,Fixed,Open,1861,2558,NA,-15.345801,30.222895,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000159,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
1242,NA,80080005,Chikuni Mission Hospital,Southern,Monze,Monze Central,Ufwenuka,NA,Rural,1st Level Hospital,Public,Functional,Fixed,Open,NA,NA,NA,-16.42944092,27.54549047,Faith-Based / NGO,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000160,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
2260,NA,70060003,Diambombola Rural Health Centre,North-Western,Manyinga,Manyinga,Dihamba,NA,Rural,Health Centre,Public,Functional,Fixed,Open,4183,3215,NA,-13.07722,24.09764,Public,Zambia,Zambia Ministry of Health Master Facility List (MFL),TRUE,NA,NA,ZMB-000161,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
